,Row.names,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
23335,LOC103247991,1.180679908,-1.414619202,2.076280646,-0.681323695,0.495666693,NA
23336,LOC103247992,6.239591645,-0.400572182,0.891913123,-0.449115695,0.653348199,NA
23337,LOC103247997,0,NA,NA,NA,NA,NA
23338,LOC103247999,78.91256524,-0.304317639,0.257157832,-1.183388572,0.236655184,0.515546133
23339,LOC103248000,0,NA,NA,NA,NA,NA
23340,LOC103248001,2.641403732,0.799060101,1.984275541,0.40269614,0.687171774,NA
23341,LOC103248003,0.058799861,0,5.39771668,0,1,NA
23342,LOC103248006,4.54157451,-0.887832808,1.374126262,-0.646107153,0.518209963,NA
23343,LOC103248008,2.646020368,-0.353617827,1.656301959,-0.213498405,0.830938233,NA
23344,LOC103248016,4.933090579,2.910333075,1.65258816,1.761075836,0.078225568,NA
23345,LOC103248022,0.092276453,-1.463767613,5.373780744,-0.272390647,0.785321664,NA
23346,LOC103248030,96.61223847,-0.165567269,0.249018389,-0.664879686,0.50612745,0.747040673
23347,LOC103248033,19.37349121,0.370410119,0.656187058,0.564488609,0.57242165,NA
23348,LOC103248037,4.550557599,-0.854508278,1.034986765,-0.82562242,0.409018313,NA
23349,LOC103248039,0,NA,NA,NA,NA,NA
23350,LOC103248042,0,NA,NA,NA,NA,NA
23351,LOC103248044,13.63164861,-0.771793046,0.743399831,-1.038193733,0.29917987,NA
23352,LOC103248052,0.151313902,0,5.39771668,0,1,NA
23353,LOC103248055,0,NA,NA,NA,NA,NA
23354,LOC103248058,258.9679771,0.126723719,0.159458609,0.794712308,0.426780871,0.689399241
23355,LOC103248062,0.629758798,0,3.533110086,0,1,NA
23356,LOC103248067,0,NA,NA,NA,NA,NA
23357,LOC103248069,0.184459944,0,5.39771668,0,1,NA
23358,LOC103248070,0.412675088,2.161378744,4.357809983,0.495978198,0.619909793,NA
23359,LOC103248073,0,NA,NA,NA,NA,NA
23360,LOC103248074,0,NA,NA,NA,NA,NA
23361,LOC103248075,0,NA,NA,NA,NA,NA
23362,LOC103248076,0.924189976,-1.218964603,2.671599201,-0.456267768,0.648197439,NA
23363,LOC103248077,12.04082294,-0.021574358,0.658571406,-0.032759329,0.973866511,NA
23364,LOC103248092,0.572471167,-0.073614144,3.248570885,-0.02266047,0.981921108,NA
23365,LOC103248098,28.71868465,0.256473679,0.514670584,0.498325895,0.618254359,NA
23366,LOC103248100,59.10319708,0.338752575,0.339655892,0.997340491,0.318599266,0.598902576
23367,LOC103248108,12.43340283,0.275574564,0.841359382,0.327534903,0.743263348,NA
23368,LOC103248111,3.53112799,0.322668635,1.222935027,0.263847733,0.791897251,NA
23369,LOC103248113,0,NA,NA,NA,NA,NA
23370,LOC103248114,0.116593979,-2.123573264,5.345297516,-0.397278778,0.691161895,NA
23371,LOC103248115,0,NA,NA,NA,NA,NA
23372,LOC103248116,8.577566605,-0.844009294,0.757518358,-1.114176686,0.265203395,NA
23373,LOC103248117,69.05023284,0.265949867,0.281964438,0.943203578,0.345576784,0.623404124
23374,LOC103248118,0,NA,NA,NA,NA,NA
23375,LOC103248119,0.092514041,0,5.39771668,0,1,NA
23376,LOC103248120,0,NA,NA,NA,NA,NA
23377,LOC103248122,0,NA,NA,NA,NA,NA
23378,LOC103248125,21.41746643,0.346132841,0.524196246,0.66031156,0.509053914,NA
23379,LOC103248126,0.211875695,0,5.39771668,0,1,NA
23380,LOC103248129,0.525181689,0.485250575,3.535955097,0.13723324,0.890846438,NA
23381,LOC103248132,308.4275759,0.125579744,0.160805893,0.780939939,0.43483782,0.696217116
23382,LOC103248134,0.706621368,-1.487600105,3.081873509,-0.482693433,0.629313427,NA
23383,LOC103248138,1.340572756,-0.831839379,2.401858106,-0.346331608,0.729093517,NA
23384,LOC103248139,1.368618747,1.121154067,1.975721168,0.567465736,0.570397799,NA
23385,LOC103248140,4.743435769,1.023828257,1.11373459,0.919274903,0.357951801,NA
23386,LOC103248141,0.301772056,0,4.900273528,0,1,NA
23387,LOC103248144,0.955367304,0.950060394,2.635680409,0.360461151,0.718502304,NA
23388,LOC103248145,0.092514041,0,5.39771668,0,1,NA
23389,LOC103248146,0.120118954,0,5.39771668,0,1,NA
23390,LOC103248150,1.149530585,-1.67827299,2.396408149,-0.700328528,0.48372216,NA
23391,LOC103248152,0,NA,NA,NA,NA,NA
23392,LOC103248156,252.4141422,0.455752526,0.176257545,2.585719247,0.009717605,0.070426055
23393,LOC103248157,2.127649892,2.293261499,1.92563639,1.190910969,0.233688538,NA
23394,LOC103248162,3.78290111,-1.108467876,1.160764625,-0.954946293,0.339604857,NA
23395,LOC103248163,27.44026085,-0.25965875,0.504934573,-0.514242367,0.60708255,NA
23396,LOC103248164,107.0940154,0.161729348,0.247833334,0.652573021,0.514031583,0.752640408
23397,LOC103248166,32.33295315,-0.075457999,0.393089484,-0.191961379,0.847772458,NA
23398,LOC103248169,0.515544241,0,4.001277874,0,1,NA
23399,LOC103248175,4.388904164,0.17649621,1.167499479,0.151174551,0.879838025,NA
23400,LOC103248177,2.319156719,1.215197383,1.537263481,0.790493886,0.429239392,NA
23401,LOC103248180,73.12037375,0.027429255,0.264108232,0.103856114,0.917283535,0.967306726
23402,LOC103248181,0.445298855,0,3.956051603,0,1,NA
23403,LOC103248182,0.116501016,0,5.39771668,0,1,NA
23404,LOC103248185,0,NA,NA,NA,NA,NA
23405,LOC103248186,37.59127443,-0.058424408,0.389535377,-0.149984857,0.880776563,NA
23406,LOC103248187,0,NA,NA,NA,NA,NA
23407,LOC103248188,0,NA,NA,NA,NA,NA
23408,LOC103248191,0.115025653,0,5.39771668,0,1,NA
23409,LOC103248192,1.065761036,0.773313328,2.151172732,0.359484535,0.719232645,NA
23410,LOC103248200,0.123875824,0,5.39771668,0,1,NA
23411,LOC103248201,0,NA,NA,NA,NA,NA
23412,LOC103248202,0.269119924,2.29044245,5.015093497,0.45670982,0.647879631,NA
23413,LOC103248204,0.448490714,0,4.220706301,0,1,NA
23414,LOC103248205,0,NA,NA,NA,NA,NA
23415,LOC103248206,2.594596734,-0.77618054,1.34114866,-0.578743105,0.562762526,NA
23416,LOC103248208,0,NA,NA,NA,NA,NA
23417,LOC103248209,0,NA,NA,NA,NA,NA
23418,LOC103248210,57.01682462,0.38684332,0.293196702,1.319398609,0.187035887,0.45240374
23419,LOC103248211,0.116501016,0,5.39771668,0,1,NA
23420,LOC103248212,0,NA,NA,NA,NA,NA
23421,LOC103248214,0,NA,NA,NA,NA,NA
23422,LOC103248215,0,NA,NA,NA,NA,NA
23423,LOC103248217,1.607386944,-1.510649765,2.455013858,-0.61533248,0.538335172,NA
23424,LOC103248219,0,NA,NA,NA,NA,NA
23425,LOC103248221,36.71845995,0.270529402,0.435160015,0.621677986,0.53415363,NA
23426,LOC103248222,19.08630162,-0.052870915,0.553532507,-0.095515465,0.923905407,NA
23427,LOC103248224,0.259763623,1.108417797,5.097977432,0.217423049,0.82787867,NA
23428,LOC103248226,2.351763515,0.026791791,1.958054358,0.013682864,0.989082995,NA
23429,LOC103248228,0,NA,NA,NA,NA,NA
23430,LOC103248230,1.620147127,2.236479803,2.087785439,1.071221094,0.284070029,NA
23431,LOC103248232,0.245741453,1.391429618,5.303692904,0.262351091,0.793050776,NA
23432,LOC103248233,0.157119366,-2.031203051,5.348612266,-0.379762628,0.704121626,NA
23433,LOC103248234,0,NA,NA,NA,NA,NA
23434,LOC103248236,23.37471883,0.328042205,0.540555669,0.606861095,0.543943099,NA
23435,LOC103248237,1.138884517,-1.141180573,2.506217888,-0.455339729,0.648864849,NA
23436,LOC103248242,0.115025653,0,5.39771668,0,1,NA
23437,LOC103248244,4.863014435,-1.286041991,1.937585412,-0.663734348,0.506860351,NA
23438,LOC103248247,2.312926273,1.267173607,2.353198667,0.538489854,0.590238908,NA
23439,LOC103248252,0.392916033,1.247107492,4.176347693,0.298611989,0.765236117,NA
23440,LOC103248258,0,NA,NA,NA,NA,NA
23441,LOC103248259,0,NA,NA,NA,NA,NA
23442,LOC103248260,0.151076314,-1.46378454,5.373779854,-0.272393842,0.785319207,NA
23443,LOC103248264,17.29802105,-0.216600186,0.589045452,-0.367713876,0.713086593,NA
23444,LOC103248267,0,NA,NA,NA,NA,NA
23445,LOC103248268,0,NA,NA,NA,NA,NA
23446,LOC103248270,0,NA,NA,NA,NA,NA
23447,LOC103248271,248.0817049,-0.077860446,0.166055493,-0.468882088,0.63915392,0.834073201
23448,LOC103248273,0.580989767,2.834213664,3.275602816,0.86524949,0.386901868,NA
23449,LOC103248276,0,NA,NA,NA,NA,NA
23450,LOC103248277,0.230051307,0,5.39771668,0,1,NA
23451,LOC103248281,1.686426405,1.26358578,2.487748929,0.507923354,0.611507096,NA
23452,LOC103248283,0.115025653,0,5.39771668,0,1,NA
23453,LOC103248284,6.995138516,-0.27744243,0.90450952,-0.30673246,0.759047021,NA
23454,LOC103248285,26.32397231,0.362040358,0.472327358,0.766503046,0.44337704,NA
23455,LOC103248286,0.233002032,0,5.39771668,0,1,NA
23456,LOC103248291,0,NA,NA,NA,NA,NA
23457,LOC103248292,0.681729664,0,3.324403375,0,1,NA
23458,LOC103248293,4.309757466,0.029972138,1.240942662,0.024152718,0.980730793,NA
23459,LOC103248295,0,NA,NA,NA,NA,NA
23460,LOC103248297,0.782068679,2.386740896,2.866196874,0.832720501,0.40500238,NA
23461,LOC103248299,0.15048048,0,5.39771668,0,1,NA
23462,LOC103248300,0,NA,NA,NA,NA,NA
23463,LOC103248301,0,NA,NA,NA,NA,NA
23464,LOC103248302,1.053647873,0,2.752847676,0,1,NA
23465,LOC103248304,0,NA,NA,NA,NA,NA
23466,LOC103248305,0,NA,NA,NA,NA,NA
23467,LOC103248306,0,NA,NA,NA,NA,NA
23468,LOC103248307,0,NA,NA,NA,NA,NA
23469,LOC103248308,0,NA,NA,NA,NA,NA
23470,LOC103248309,0,NA,NA,NA,NA,NA
23471,LOC103248310,0,NA,NA,NA,NA,NA
23472,LOC103248311,0,NA,NA,NA,NA,NA
23473,LOC103248312,0,NA,NA,NA,NA,NA
23474,LOC103248315,0,NA,NA,NA,NA,NA
23475,LOC103248316,0,NA,NA,NA,NA,NA
23476,LOC103248318,0.116501016,0,5.39771668,0,1,NA
23477,LOC103248321,0.092276453,-1.463767613,5.373780744,-0.272390647,0.785321664,NA
23478,LOC103248322,0.313046486,0,4.823795343,0,1,NA
23479,LOC103248326,0,NA,NA,NA,NA,NA
23480,LOC103248331,1.028533237,-0.082718044,2.6925768,-0.030720774,0.975492223,NA
23481,LOC103248337,1.428416984,1.262049333,2.556018153,0.493756013,0.621478502,NA
23482,LOC103248346,0.306124484,-2.008893989,4.855497895,-0.413735941,0.679067503,NA
23483,LOC103248350,0,NA,NA,NA,NA,NA
23484,LOC103248351,11.34059316,0.645373544,0.832586476,0.775142958,0.43825519,NA
23485,LOC103248353,0,NA,NA,NA,NA,NA
23486,LOC103248354,0,NA,NA,NA,NA,NA
23487,LOC103248355,0,NA,NA,NA,NA,NA
23488,LOC103248356,0,NA,NA,NA,NA,NA
23489,LOC103248357,1.99537001,0.296113892,1.498372327,0.197623706,0.843339486,NA
23490,LOC103248358,0,NA,NA,NA,NA,NA
23491,LOC103248359,3.903878281,0.908054573,1.134023661,0.800736885,0.423283985,NA
23492,LOC103248361,0,NA,NA,NA,NA,NA
23493,LOC103248363,0.182984581,0,5.39771668,0,1,NA
23494,LOC103248366,0.258541591,0.083499398,5.170521427,0.016149125,0.987115422,NA
23495,LOC103248369,0,NA,NA,NA,NA,NA
23496,LOC103248370,1.893528479,0.933000731,1.639948092,0.568920892,0.569409827,NA
23497,LOC103248372,0,NA,NA,NA,NA,NA
23498,LOC103248373,0,NA,NA,NA,NA,NA
23499,LOC103248374,0,NA,NA,NA,NA,NA
23500,LOC103248379,4.628234797,-1.03229671,1.509522214,-0.683856587,0.49406573,NA
23501,LOC103248380,591.1136423,-0.735869479,0.253253637,-2.90566204,0.00366477,0.035284068
23502,LOC103248381,94.61780977,-0.097986673,0.265125477,-0.369586031,0.711690961,0.872644465
23503,LOC103248382,0,NA,NA,NA,NA,NA
23504,LOC103248383,0.177896231,0,5.39771668,0,1,NA
23505,LOC103248385,0.38117964,1.374652833,4.223551193,0.325473226,0.744822943,NA
23506,LOC103248386,0.449966077,0,4.216121719,0,1,NA
23507,LOC103248389,1.272188297,1.260965015,2.608744459,0.483360879,0.62883952,NA
23508,LOC103248391,42.64865576,0.558375077,0.464539131,1.201997937,0.229364328,NA
23509,LOC103248400,0.515702017,-0.777842471,3.499210867,-0.222290825,0.824087494,NA
23510,LOC103248404,0,NA,NA,NA,NA,NA
23511,LOC103248406,1.122846481,-1.354256219,2.417406102,-0.560210474,0.575335883,NA
23512,LOC103248409,0,NA,NA,NA,NA,NA
23513,LOC103248411,2.403699591,0.089081788,1.958341007,0.045488394,0.963718025,NA
23514,LOC103248412,0,NA,NA,NA,NA,NA
23515,LOC103248413,17.08705675,-0.764740141,0.540055229,-1.41604062,0.156763612,NA
23516,LOC103248415,0,NA,NA,NA,NA,NA
23517,LOC103248416,373.4926222,-0.359668506,0.152088328,-2.364865926,0.018036599,0.106928192
23518,LOC103248418,72.34348667,-0.45665455,0.276606204,-1.650919409,0.098755032,0.314799486
23519,LOC103248419,0,NA,NA,NA,NA,NA
23520,LOC103248420,0,NA,NA,NA,NA,NA
23521,LOC103248425,0,NA,NA,NA,NA,NA
23522,LOC103248426,2.42733396,1.486186458,1.860971119,0.798608019,0.424517736,NA
23523,LOC103248427,0,NA,NA,NA,NA,NA
23524,LOC103248428,0,NA,NA,NA,NA,NA
23525,LOC103248430,0.414202355,0,3.817610118,0,1,NA
23526,LOC103248433,1081.05307,0.064605808,0.108311271,0.596482779,0.550852755,0.777895534
23527,LOC103248435,0.033979464,0,5.39771668,0,1,NA
23528,LOC103248439,0.796988995,-0.246211683,2.587256383,-0.095163234,0.924185173,NA
23529,LOC103248444,2.131315906,3.670709949,2.165430168,1.695141225,0.090048633,NA
23530,LOC103248446,0,NA,NA,NA,NA,NA
23531,LOC103248459,0.206397377,0,5.39771668,0,1,NA
23532,LOC103248463,1.157543277,2.287206416,2.729879992,0.837841378,0.402119796,NA
23533,LOC103248465,1.043360542,1.243277541,2.387851934,0.52066777,0.60259823,NA
23534,LOC103248466,4.422371926,-0.236268265,1.114331569,-0.212026897,0.832086051,NA
23535,LOC103248472,0.424503739,0,4.327819884,0,1,NA
23536,LOC103248473,0,NA,NA,NA,NA,NA
23537,LOC103248474,0.126255917,-1.463775228,5.373780344,-0.272392084,0.785320559,NA
23538,LOC103248475,1300.858675,0.244085821,0.217709185,1.121155365,0.262221736,0.545412427
23539,LOC103248477,0.181436892,-2.684515125,5.300490432,-0.506465422,0.612529958,NA
23540,LOC103248478,31.26793265,1.00928355,0.457534514,2.205917844,0.027389753,NA
23541,LOC103248482,14.41453682,1.257002104,0.715696759,1.756333375,0.079031502,NA
23542,LOC103248483,50.12180245,0.817067161,0.377218289,2.16603273,0.030308686,0.151178265
23543,LOC103248484,1.406134631,1.561136678,2.364907489,0.660125897,0.509173041,NA
23544,LOC103248486,0,NA,NA,NA,NA,NA
23545,LOC103248488,0,NA,NA,NA,NA,NA
23546,LOC103248491,0.211875695,0,5.39771668,0,1,NA
23547,LOC103248493,0,NA,NA,NA,NA,NA
23548,LOC103248496,0,NA,NA,NA,NA,NA
23549,LOC103248497,0,NA,NA,NA,NA,NA
23550,LOC103248499,3.747933078,1.344511705,1.548284378,0.868388085,0.385181916,NA
23551,LOC103248503,0,NA,NA,NA,NA,NA
23552,LOC103248505,0,NA,NA,NA,NA,NA
23553,LOC103248506,0,NA,NA,NA,NA,NA
23554,LOC103248511,0,NA,NA,NA,NA,NA
23555,LOC103248515,2.87837925,0.475839764,1.709358381,0.278373318,0.780725799,NA
23556,LOC103248517,3.538039717,2.112315482,1.801797333,1.172338,0.241061381,NA
23557,LOC103248518,0.266728166,1.389338967,5.130517563,0.270798989,0.786545638,NA
23558,LOC103248520,0.992440154,0,3.000173358,0,1,NA
23559,LOC103248521,0,NA,NA,NA,NA,NA
23560,LOC103248522,0,NA,NA,NA,NA,NA
23561,LOC103248523,0,NA,NA,NA,NA,NA
23562,LOC103248526,571.994098,-0.154286051,0.111695309,-1.381311818,0.167183106,0.427906065
23563,LOC103248531,0,NA,NA,NA,NA,NA
23564,LOC103248533,0,NA,NA,NA,NA,NA
23565,LOC103248534,0.115025653,0,5.39771668,0,1,NA
23566,LOC103248536,0,NA,NA,NA,NA,NA
23567,LOC103248537,0,NA,NA,NA,NA,NA
23568,LOC103248539,0,NA,NA,NA,NA,NA
23569,LOC103248543,5.43368443,2.726277719,1.189559935,2.291837206,0.021915039,NA
23570,LOC103248559,0,NA,NA,NA,NA,NA
23571,LOC103248560,0,NA,NA,NA,NA,NA
23572,LOC103248565,0,NA,NA,NA,NA,NA
23573,LOC103248566,0,NA,NA,NA,NA,NA
23574,LOC103248570,0,NA,NA,NA,NA,NA
23575,LOC103248573,0,NA,NA,NA,NA,NA
23576,LOC103248574,0,NA,NA,NA,NA,NA
23577,LOC103248575,0,NA,NA,NA,NA,NA
23578,LOC103248576,0.416636335,-2.67646317,4.292905152,-0.623461986,0.532980976,NA
23579,LOC103248582,0,NA,NA,NA,NA,NA
23580,LOC103248586,0.033979464,0,5.39771668,0,1,NA
23581,LOC103248588,0.186818265,0,5.39771668,0,1,NA
23582,LOC103248593,1.921080276,3.980125056,2.180097577,1.825663721,0.067900931,NA
23583,LOC103248598,840.8075584,-0.757824974,0.147623306,-5.133504968,2.8439552075803e-07,1.74261710823315e-05
23584,LOC103248619,158.2664092,-0.238086975,0.23220745,-1.025320138,0.305212157,0.587596975
23585,LOC103248634,0,NA,NA,NA,NA,NA
23586,LOC103248638,0,NA,NA,NA,NA,NA
23587,LOC103248640,0,NA,NA,NA,NA,NA
23588,LOC103248642,0,NA,NA,NA,NA,NA
23589,LOC103248643,0,NA,NA,NA,NA,NA
23590,LOC103248646,11.16261179,0.074213375,0.770448467,0.096324904,0.923262532,NA
23591,LOC103248647,0.033979464,0,5.39771668,0,1,NA
23592,LOC103248650,0.917951134,-1.49829169,2.729059179,-0.549013998,0.582995844,NA
23593,LOC103248651,0.212395407,-1.463796156,5.373779244,-0.272396034,0.785317522,NA
23594,LOC103248655,0,NA,NA,NA,NA,NA
23595,LOC103248656,0,NA,NA,NA,NA,NA
23596,LOC103248659,0,NA,NA,NA,NA,NA
23597,LOC103248660,0.058799861,0,5.39771668,0,1,NA
23598,LOC103248662,0,NA,NA,NA,NA,NA
23599,LOC103248663,0.177896231,0,5.39771668,0,1,NA
23600,LOC103248664,0,NA,NA,NA,NA,NA
23601,LOC103248667,0.033979464,0,5.39771668,0,1,NA
23602,LOC103248669,0,NA,NA,NA,NA,NA
23603,LOC103248670,0,NA,NA,NA,NA,NA
23604,LOC103248671,0.089896361,0,5.39771668,0,1,NA
23605,LOC103248672,0,NA,NA,NA,NA,NA
23606,LOC103248673,0,NA,NA,NA,NA,NA
23607,LOC103248674,0,NA,NA,NA,NA,NA
23608,LOC103248675,0,NA,NA,NA,NA,NA
23609,LOC103248678,0,NA,NA,NA,NA,NA
23610,LOC103248679,0.914641608,0,3.197067198,0,1,NA
23611,LOC103248680,14.47740433,0.185072696,0.611542126,0.302632783,0.762169728,NA
23612,LOC103248681,0,NA,NA,NA,NA,NA
23613,LOC103248682,2.667530185,1.099004941,1.376795001,0.798234262,0.424734558,NA
23614,LOC103248684,0.116501016,0,5.39771668,0,1,NA
23615,LOC103248685,11.61114223,1.2312174,0.793266571,1.55208532,0.12064181,NA
23616,LOC103248687,3.908010911,-0.053731673,1.164179186,-0.046154126,0.963187406,NA
23617,LOC103248691,489.4800949,0.221881903,0.135575948,1.63658751,0.101716687,0.320030717
23618,LOC103248692,0.177896231,0,5.39771668,0,1,NA
23619,LOC103248694,0.089896361,0,5.39771668,0,1,NA
23620,LOC103248695,0.033979464,0,5.39771668,0,1,NA
23621,LOC103248697,0,NA,NA,NA,NA,NA
23622,LOC103248698,0,NA,NA,NA,NA,NA
23623,LOC103248699,0.179792721,0,5.39771668,0,1,NA
23624,LOC103248700,0,NA,NA,NA,NA,NA
23625,LOC103248701,0,NA,NA,NA,NA,NA
23626,LOC103248702,0,NA,NA,NA,NA,NA
23627,LOC103248704,16.11746912,0.594718742,0.614177404,0.968317522,0.332885816,NA
23628,LOC103248706,1.704578665,0.464568123,1.63209274,0.284645665,0.775915622,NA
23629,LOC103248707,0,NA,NA,NA,NA,NA
23630,LOC103248709,0,NA,NA,NA,NA,NA
23631,LOC103248710,0,NA,NA,NA,NA,NA
23632,LOC103248712,0,NA,NA,NA,NA,NA
23633,LOC103248715,0,NA,NA,NA,NA,NA
23634,LOC103248716,0,NA,NA,NA,NA,NA
23635,LOC103248717,0.033979464,0,5.39771668,0,1,NA
23636,LOC103248718,0,NA,NA,NA,NA,NA
23637,LOC103248719,0,NA,NA,NA,NA,NA
23638,LOC103248720,0,NA,NA,NA,NA,NA
23639,LOC103248722,0.267792592,0,5.39771668,0,1,NA
23640,LOC103248723,0,NA,NA,NA,NA,NA
23641,LOC103248725,0,NA,NA,NA,NA,NA
23642,LOC103248727,0,NA,NA,NA,NA,NA
23643,LOC103248728,0,NA,NA,NA,NA,NA
23644,LOC103248729,0,NA,NA,NA,NA,NA
23645,LOC103248731,0,NA,NA,NA,NA,NA
23646,LOC103248733,0.089896361,0,5.39771668,0,1,NA
23647,LOC103248734,0,NA,NA,NA,NA,NA
23648,LOC103248735,0,NA,NA,NA,NA,NA
23649,LOC103248736,0.083743585,1.392379705,5.382264302,0.258697758,0.79586845,NA
23650,LOC103248743,0,NA,NA,NA,NA,NA
23651,LOC103248744,0.477228777,0,4.203120111,0,1,NA
23652,LOC103248745,0,NA,NA,NA,NA,NA
23653,LOC103248750,0,NA,NA,NA,NA,NA
23654,LOC103248754,0.415898545,-0.427834891,4.07519631,-0.1049851,0.916387632,NA
23655,LOC103248759,1.326634684,-1.79059437,2.831396625,-0.632406761,0.527121117,NA
23656,LOC103248761,0,NA,NA,NA,NA,NA
23657,LOC103248762,0,NA,NA,NA,NA,NA
23658,LOC103248763,0.319947668,0,5.229971075,0,1,NA
23659,LOC103248765,0,NA,NA,NA,NA,NA
23660,LOC103248773,0,NA,NA,NA,NA,NA
23661,LOC103248776,0.486717386,-0.071903684,3.403428869,-0.021126836,0.983144477,NA
23662,LOC103248790,9.896744328,1.038229309,0.737473423,1.407819288,0.159184587,NA
23663,LOC103248799,0,NA,NA,NA,NA,NA
23664,LOC103248800,0,NA,NA,NA,NA,NA
23665,LOC103248801,0,NA,NA,NA,NA,NA
23666,LOC103248802,0,NA,NA,NA,NA,NA
23667,LOC103248803,0,NA,NA,NA,NA,NA
23668,LOC103248806,0,NA,NA,NA,NA,NA
23669,LOC103248807,0,NA,NA,NA,NA,NA
23670,LOC103248816,2.405538149,1.273312467,1.571253962,0.810379797,0.417721925,NA
23671,LOC103248818,0,NA,NA,NA,NA,NA
23672,LOC103248820,0.53977437,-0.365928705,3.318370611,-0.11027361,0.912192386,NA
23673,LOC103248821,0.127675183,1.244073537,5.391208685,0.23075967,0.817501514,NA
23674,LOC103248827,0,NA,NA,NA,NA,NA
23675,LOC103248829,0,NA,NA,NA,NA,NA
23676,LOC103248830,0.814724069,0,2.927168652,0,1,NA
23677,LOC103248832,3.608182395,-0.387581785,1.1358274,-0.341232995,0.732928186,NA
23678,LOC103248833,0,NA,NA,NA,NA,NA
23679,LOC103248835,0.116501016,0,5.39771668,0,1,NA
23680,LOC103248838,0.219686353,-0.061812722,5.367241509,-0.011516665,0.990811234,NA
23681,LOC103248842,0.083743585,1.392379705,5.382264302,0.258697758,0.79586845,NA
23682,LOC103248843,0,NA,NA,NA,NA,NA
23683,LOC103248844,0.173639946,1.392360538,5.382264302,0.258694196,0.795871198,NA
23684,LOC103248849,0,NA,NA,NA,NA,NA
23685,LOC103248850,0,NA,NA,NA,NA,NA
23686,LOC103248851,0,NA,NA,NA,NA,NA
23687,LOC103248852,0.773923224,2.837001989,2.730624827,1.038957077,0.298824699,NA
23688,LOC103248854,0,NA,NA,NA,NA,NA
23689,LOC103248855,0.512952014,0,3.596884743,0,1,NA
23690,LOC103248856,0.468109056,1.355532024,3.477497324,0.389801026,0.696683685,NA
23691,LOC103248857,2.972587302,1.160295952,1.443439035,0.803841329,0.421488618,NA
23692,LOC103248860,0,NA,NA,NA,NA,NA
23693,LOC103248863,0,NA,NA,NA,NA,NA
23694,LOC103248865,0,NA,NA,NA,NA,NA
23695,LOC103248866,0,NA,NA,NA,NA,NA
23696,LOC103248867,0,NA,NA,NA,NA,NA
23697,LOC103248869,0,NA,NA,NA,NA,NA
23698,LOC103248870,0,NA,NA,NA,NA,NA
23699,LOC103248871,0,NA,NA,NA,NA,NA
23700,LOC103248872,0,NA,NA,NA,NA,NA
23701,LOC103248874,0,NA,NA,NA,NA,NA
23702,LOC103248875,0,NA,NA,NA,NA,NA
23703,LOC103248876,0,NA,NA,NA,NA,NA
23704,LOC103248877,0,NA,NA,NA,NA,NA
23705,LOC103248878,0,NA,NA,NA,NA,NA
23706,LOC103248882,0,NA,NA,NA,NA,NA
23707,LOC103248884,0,NA,NA,NA,NA,NA
23708,LOC103248886,0.033979464,0,5.39771668,0,1,NA
23709,LOC103248887,1.136785751,2.286790981,2.629187139,0.869771097,0.38442551,NA
23710,LOC103248888,1.361397853,0.388753098,2.068275189,0.187960045,0.850907972,NA
23711,LOC103248892,0,NA,NA,NA,NA,NA
23712,LOC103248898,68.55173986,0.144554033,0.293031404,0.493305602,0.621796671,0.824856037
23713,LOC103248902,0,NA,NA,NA,NA,NA
23714,LOC103248903,0,NA,NA,NA,NA,NA
23715,LOC103248905,0.177896231,0,5.39771668,0,1,NA
23716,LOC103248906,0,NA,NA,NA,NA,NA
23717,LOC103248907,0.126758788,0,5.39771668,0,1,NA
23718,LOC103248908,0,NA,NA,NA,NA,NA
23719,LOC103248909,3.355149225,-0.495525691,1.709875952,-0.289802129,0.771967619,NA
23720,LOC103248910,0,NA,NA,NA,NA,NA
23721,LOC103248911,0,NA,NA,NA,NA,NA
23722,LOC103248912,0.033979464,0,5.39771668,0,1,NA
23723,LOC103248913,0,NA,NA,NA,NA,NA
23724,LOC103248914,0,NA,NA,NA,NA,NA
23725,LOC103248915,2.304509364,-1.353080448,1.747883432,-0.774125107,0.438856812,NA
23726,LOC103248916,86.65746334,-0.191379079,0.261888378,-0.730765834,0.464922196,0.720401793
23727,LOC103248917,56.3214444,0.590040466,0.316154908,1.866301774,0.061999157,0.239220505
23728,LOC103248921,0.349503049,0,5.39771668,0,1,NA
23729,LOC103248924,0,NA,NA,NA,NA,NA
23730,LOC103248926,0.398064346,-1.987044789,4.480042596,-0.443532566,0.657380569,NA
23731,LOC103248927,0.21788044,1.244055416,5.391208657,0.23075631,0.817504125,NA
23732,LOC103248928,0.067958927,0,5.39771668,0,1,NA
23733,LOC103248929,0.469288215,-2.712569893,4.078672589,-0.665061937,0.506010879,NA
23734,LOC103248930,0.299159941,-1.139434441,4.434724905,-0.256934639,0.79722923,NA
23735,LOC103248932,0.162914263,1.244055209,5.391208657,0.230756272,0.817504155,NA
23736,LOC103248933,0,NA,NA,NA,NA,NA
23737,LOC103248935,0.058799861,0,5.39771668,0,1,NA
23738,LOC103248936,0,NA,NA,NA,NA,NA
23739,LOC103248941,2.843178283,0.698906462,1.361687179,0.513265067,0.607765916,NA
23740,LOC103248943,0,NA,NA,NA,NA,NA
23741,LOC103248945,0.233002032,0,5.39771668,0,1,NA
23742,LOC103248947,1.835941552,-0.715978009,1.883804331,-0.380070264,0.703893259,NA
