seqid,start,end,id,name,seqid_old
chr10,114004804,114197276,gene-SPHKAP,SPHKAP,NC_023651.1
chr10,114638982,114641814,gene-LOC103218006,LOC103218006,NC_023651.1
chr10,114675913,114677004,gene-LOC103218007,LOC103218007,NC_023651.1
chr10,115012225,115268843,gene-PID1,PID1,NC_023651.1
chr10,115141993,115143332,gene-LOC103218008,LOC103218008,NC_023651.1
chr10,115274302,115293366,gene-LOC103218010,LOC103218010,NC_023651.1
chr10,115329686,115336990,gene-LOC103218011,LOC103218011,NC_023651.1
chr10,115357097,115739992,gene-DNER,DNER,NC_023651.1
chr10,115477998,115480040,gene-LOC103218020,LOC103218020,NC_023651.1
chr10,115595035,115597667,gene-LOC103218019,LOC103218019,NC_023651.1
chr10,115613197,115615570,gene-LOC103218018,LOC103218018,NC_023651.1
chr10,115621896,115622832,gene-LOC103218017,LOC103218017,NC_023651.1
chr10,115642901,115646779,gene-LOC103218016,LOC103218016,NC_023651.1
chr10,115661599,115662220,gene-LOC103218015,LOC103218015,NC_023651.1
chr10,115740117,115742443,gene-LOC103218014,LOC103218014,NC_023651.1
chr10,115740196,115741608,gene-LOC103218013,LOC103218013,NC_023651.1
chr10,115789978,115946978,gene-TRIP12,TRIP12,NC_023651.1
chr10,115885389,115887857,gene-LOC103218024,LOC103218024,NC_023651.1
chr10,115946209,116036984,gene-FBXO36,FBXO36,NC_023651.1
chr10,116059296,116092297,gene-SLC16A14,SLC16A14,NC_023651.1
chr10,116094304,116095994,gene-LOC103218329,LOC103218329,NC_023651.1
chr10,116154900,116171987,gene-LOC103218030,LOC103218030,NC_023651.1
chr10,116206239,116208413,gene-LOC103218032,LOC103218032,NC_023651.1
chr10,116214449,116257531,gene-SP110,SP110,NC_023651.1
chr10,116260787,116359406,gene-SP140,SP140,NC_023651.1
chr10,116401478,116444985,gene-SP140L,SP140L,NC_023651.1
chr10,116427771,116428209,gene-LOC103218033,LOC103218033,NC_023651.1
chr10,116454261,116587093,gene-SP100,SP100,NC_023651.1
chr10,116662560,116662716,gene-LOC103218039,LOC103218039,NC_023651.1
chr10,116682935,116707047,gene-LOC103218040,LOC103218040,NC_023651.1
chr10,116749173,116860814,gene-CAB39,CAB39,NC_023651.1
chr10,116902785,116917332,gene-ITM2C,ITM2C,NC_023651.1
chr10,116945216,116967559,gene-GPR55,GPR55,NC_023651.1
chr10,116989100,116989997,gene-LOC103218044,LOC103218044,NC_023651.1
chr10,117017642,117019958,gene-LOC103218048,LOC103218048,NC_023651.1
chr10,117028607,117061952,gene-SPATA3,SPATA3,NC_023651.1
chr10,117058142,117069746,gene-C10H2orf72,C10H2orf72,NC_023651.1
chr10,117078347,117199640,gene-PSMD1,PSMD1,NC_023651.1
chr10,117132919,117152132,gene-HTR2B,HTR2B,NC_023651.1
chr10,117225992,117407017,gene-ARMC9,ARMC9,NC_023651.1
chr10,117257305,117259008,gene-LOC103218052,LOC103218052,NC_023651.1
chr10,117297489,117297735,gene-LOC103218051,LOC103218051,NC_023651.1
chr10,117307844,117308476,gene-LOC103218050,LOC103218050,NC_023651.1
chr10,117423043,117429300,gene-LOC103218055,LOC103218055,NC_023651.1
chr10,117429516,117435910,gene-B3GNT7,B3GNT7,NC_023651.1
chr10,117478279,117487810,gene-NCL,NCL,NC_023651.1
chr10,117526257,117535751,gene-LOC103218058,LOC103218058,NC_023651.1
chr10,117538086,117541054,gene-LOC103218057,LOC103218057,NC_023651.1
chr10,117547123,117557405,gene-NMUR1,NMUR1,NC_023651.1
chr10,117609567,117611518,gene-C10H2orf57,C10H2orf57,NC_023651.1
chr10,117629597,117632462,gene-LOC103218063,LOC103218063,NC_023651.1
chr10,117666976,117667602,gene-LOC103218064,LOC103218064,NC_023651.1
chr10,117721097,117722065,gene-LOC103218065,LOC103218065,NC_023651.1
chr10,117747149,117809882,gene-PDE6D,PDE6D,NC_023651.1
chr10,117809981,117837768,gene-COPS7B,COPS7B,NC_023651.1
chr10,117888034,117890287,gene-LOC103218068,LOC103218068,NC_023651.1
chr10,117919889,117924306,gene-NPPC,NPPC,NC_023651.1
chr10,117955940,117956832,gene-LOC103218070,LOC103218070,NC_023651.1
chr10,117959396,118350728,gene-DIS3L2,DIS3L2,NC_023651.1
chr10,118198372,118198762,gene-LOC103218072,LOC103218072,NC_023651.1
chr10,118388987,118393022,gene-ALPP,ALPP,NC_023651.1
chr10,118396479,118438575,gene-LOC103218076,LOC103218076,NC_023651.1
chr10,118397176,118398027,gene-LOC103218078,LOC103218078,NC_023651.1
chr10,118465477,118470481,gene-LOC103218080,LOC103218080,NC_023651.1
chr10,118475701,118480391,gene-ALPI,ALPI,NC_023651.1
chr10,118500297,118507775,gene-ECEL1,ECEL1,NC_023651.1
chr10,118538752,118545759,gene-PRSS56,PRSS56,NC_023651.1
chr10,118546408,118556343,gene-CHRND,CHRND,NC_023651.1
chr10,118558688,118566449,gene-CHRNG,CHRNG,NC_023651.1
chr10,118568518,118571393,gene-TIGD1,TIGD1,NC_023651.1
chr10,118571490,118605084,gene-EIF4E2,EIF4E2,NC_023651.1
chr10,118652927,118704717,gene-EFHD1,EFHD1,NC_023651.1
chr10,118720668,118883299,gene-GIGYF2,GIGYF2,NC_023651.1
chr10,118791496,118803212,gene-KCNJ13,KCNJ13,NC_023651.1
chr10,118883173,118886115,gene-LOC103218090,LOC103218090,NC_023651.1
chr10,118901596,118908465,gene-C10H2orf82,C10H2orf82,NC_023651.1
chr10,118911019,118959259,gene-NGEF,NGEF,NC_023651.1
chr10,118959651,119044906,gene-LOC103218097,LOC103218097,NC_023651.1
chr10,119064910,119069595,gene-NEU2,NEU2,NC_023651.1
chr10,119093160,119244128,gene-INPP5D,INPP5D,NC_023651.1
chr10,119107123,119109950,gene-LOC103218101,LOC103218101,NC_023651.1
chr10,119243880,119251244,gene-LOC103218099,LOC103218099,NC_023651.1
chr10,119286609,119331226,gene-ATG16L1,ATG16L1,NC_023651.1
chr10,119296014,119297444,gene-LOC103218103,LOC103218103,NC_023651.1
chr10,119343562,119383119,gene-SAG,SAG,NC_023651.1
chr10,119390217,119509148,gene-DGKD,DGKD,NC_023651.1
chr10,119516114,119609519,gene-USP40,USP40,NC_023651.1
chr10,119647833,119659870,gene-LOC103218114,LOC103218114,NC_023651.1
chr10,119680849,119797356,gene-LOC103218110,LOC103218110,NC_023651.1
chr10,119723159,119726174,gene-LOC103218113,LOC103218113,NC_023651.1
chr10,119768397,119770113,gene-DNAJB3,DNAJB3,NC_023651.1
chr10,119802755,119862844,gene-MROH2A,MROH2A,NC_023651.1
chr10,119857118,119885945,gene-HJURP,HJURP,NC_023651.1
chr10,119896333,119899335,gene-LOC103218119,LOC103218119,NC_023651.1
chr10,119944875,120045295,gene-TRPM8,TRPM8,NC_023651.1
chr10,120072474,120100269,gene-SPP2,SPP2,NC_023651.1
chr10,120083931,120086306,gene-LOC103218124,LOC103218124,NC_023651.1
chr10,120089507,120091345,gene-LOC103218123,LOC103218123,NC_023651.1
chr10,120165075,120174999,gene-LOC103218127,LOC103218127,NC_023651.1
chr10,120493765,120495800,gene-LOC103218130,LOC103218130,NC_023651.1
chr10,120496609,120496843,gene-LOC103218129,LOC103218129,NC_023651.1
chr10,120540636,120544621,gene-ARL4C,ARL4C,NC_023651.1
chr10,120974110,121075584,gene-SH3BP4,SH3BP4,NC_023651.1
chr10,121026422,121028993,gene-LOC103218132,LOC103218132,NC_023651.1
chr10,121508992,122144519,gene-AGAP1,AGAP1,NC_023651.1
chr10,121549899,121552617,gene-LOC103218137,LOC103218137,NC_023651.1
chr10,122177725,122184448,gene-GBX2,GBX2,NC_023651.1
chr10,122179131,122182239,gene-LOC103218336,LOC103218336,NC_023651.1
chr10,122185659,122192139,gene-LOC103218144,LOC103218144,NC_023651.1
chr10,122211227,122284345,gene-ASB18,ASB18,NC_023651.1
chr10,122335436,122500848,gene-IQCA1,IQCA1,NC_023651.1
chr10,122365393,122368292,gene-LOC103218139,LOC103218139,NC_023651.1
chr10,122558998,122573747,gene-ACKR3,ACKR3,NC_023651.1
chr10,122950038,122970837,gene-LOC103218147,LOC103218147,NC_023651.1
chr10,123075589,123089209,gene-COPS8,COPS8,NC_023651.1
chr10,123164520,123183791,gene-LOC103218149,LOC103218149,NC_023651.1
chr10,123312333,123313134,gene-LOC103218150,LOC103218150,NC_023651.1
chr10,123326337,123418836,gene-COL6A3,COL6A3,NC_023651.1
chr10,123484011,123486564,gene-LOC103218152,LOC103218152,NC_023651.1
chr10,123489777,123562037,gene-MLPH,MLPH,NC_023651.1
chr10,123563822,123564329,gene-LOC103218154,LOC103218154,NC_023651.1
chr10,123579771,123603355,gene-RAB17,RAB17,NC_023651.1
chr10,123632545,123806348,gene-LRRFIP1,LRRFIP1,NC_023651.1
chr10,123657928,123658493,gene-LOC103218159,LOC103218159,NC_023651.1
chr10,123712681,123713797,gene-LOC103218156,LOC103218156,NC_023651.1
chr10,123816053,123861117,gene-RBM44,RBM44,NC_023651.1
chr10,123873597,123931215,gene-RAMP1,RAMP1,NC_023651.1
chr10,123876409,123878148,gene-LOC103218162,LOC103218162,NC_023651.1
chr10,123936153,123944662,gene-LOC103218165,LOC103218165,NC_023651.1
chr10,123984075,124063747,gene-UBE2F,UBE2F,NC_023651.1
chr10,124022774,124023459,gene-LOC103218167,LOC103218167,NC_023651.1
chr10,124063669,124066733,gene-LOC103218166,LOC103218166,NC_023651.1
chr10,124067252,124069458,gene-LOC103218169,LOC103218169,NC_023651.1
chr10,124082522,124122401,gene-SCLY,SCLY,NC_023651.1
chr10,124122495,124152355,gene-ESPNL,ESPNL,NC_023651.1
chr10,124156178,124159404,gene-LOC103218174,LOC103218174,NC_023651.1
chr10,124157815,124174204,gene-KLHL30,KLHL30,NC_023651.1
chr10,124180014,124190445,gene-FAM132B,FAM132B,NC_023651.1
chr10,124188700,124189456,gene-LOC103218175,LOC103218175,NC_023651.1
chr10,124191926,124225735,gene-ILKAP,ILKAP,NC_023651.1
chr10,124228085,124228845,gene-LOC103218178,LOC103218178,NC_023651.1
chr10,124252006,124252895,gene-LOC103218179,LOC103218179,NC_023651.1
chr10,124263894,124266345,gene-HES6,HES6,NC_023651.1
chr10,124270917,124316031,gene-PER2,PER2,NC_023651.1
chr10,124348763,124428522,gene-TRAF3IP1,TRAF3IP1,NC_023651.1
chr10,124456993,124479904,gene-ASB1,ASB1,NC_023651.1
chr10,124564784,124565565,gene-LOC103218186,LOC103218186,NC_023651.1
chr10,124580570,124586550,gene-LOC103218185,LOC103218185,NC_023651.1
chr10,124824877,124833678,gene-LOC103218188,LOC103218188,NC_023651.1
chr10,124889954,124953135,gene-TWIST2,TWIST2,NC_023651.1
chr10,124952812,124958073,gene-LOC103218189,LOC103218189,NC_023651.1
chr10,125011946,125013163,gene-LOC103218191,LOC103218191,NC_023651.1
chr10,125098375,125450524,gene-HDAC4,HDAC4,NC_023651.1
chr10,125114882,125117860,gene-LOC103218194,LOC103218194,NC_023651.1
chr10,125235052,125242011,gene-LOC103218193,LOC103218193,NC_023651.1
chr10,125353571,125354584,gene-LOC103218192,LOC103218192,NC_023651.1
chr10,125547735,125550766,gene-LOC103218196,LOC103218196,NC_023651.1
chr10,125647965,125648340,gene-LOC103218198,LOC103218198,NC_023651.1
chr10,125790869,125792163,gene-LOC103218199,LOC103218199,NC_023651.1
chr10,125827611,125829423,gene-LOC103218200,LOC103218200,NC_023651.1
chr10,125855573,125857200,gene-LOC103218201,LOC103218201,NC_023651.1
chr10,125924735,125929765,gene-LOC103218203,LOC103218203,NC_023651.1
chr10,126018383,126082847,gene-NDUFA10,NDUFA10,NC_023651.1
chr10,126087347,126089162,gene-LOC103218205,LOC103218205,NC_023651.1
chr10,126096989,126106810,gene-LOC103218206,LOC103218206,NC_023651.1
chr10,126163883,126169915,gene-LOC103218209,LOC103218209,NC_023651.1
chr10,126167292,126169271,gene-LOC103218208,LOC103218208,NC_023651.1
chr10,126172046,126173975,gene-OTOS,OTOS,NC_023651.1
chr10,126464383,126496686,gene-GPC1,GPC1,NC_023651.1
chr10,126497222,126587003,gene-ANKMY1,ANKMY1,NC_023651.1
chr10,126587748,126592419,gene-DUSP28,DUSP28,NC_023651.1
chr10,126596889,126606216,gene-RNPEPL1,RNPEPL1,NC_023651.1
chr10,126613722,126626388,gene-CAPN10,CAPN10,NC_023651.1
chr10,126653754,126661106,gene-GPR35,GPR35,NC_023651.1
chr10,126706221,126714821,gene-AQP12B,AQP12B,NC_023651.1
chr10,126727183,126755609,gene-LOC103218221,LOC103218221,NC_023651.1
chr10,126732732,126734691,gene-LOC103218220,LOC103218220,NC_023651.1
chr10,126755703,126759658,gene-LOC103218219,LOC103218219,NC_023651.1
chr10,126766584,126770390,gene-LOC103218223,LOC103218223,NC_023651.1
chr10,126784843,126890649,gene-KIF1A,KIF1A,NC_023651.1
chr10,126933711,126943980,gene-AGXT,AGXT,NC_023651.1
chr10,126952353,126964319,gene-C10H2orf54,C10H2orf54,NC_023651.1
chr10,126965756,126974197,gene-LOC103218230,LOC103218230,NC_023651.1
chr10,126983470,127052328,gene-LOC103218229,LOC103218229,NC_023651.1
chr10,127054354,127057648,gene-LOC103218233,LOC103218233,NC_023651.1
chr10,127058188,127142945,gene-SNED1,SNED1,NC_023651.1
chr10,127145903,127152721,gene-MTERFD2,MTERFD2,NC_023651.1
chr10,127156577,127206745,gene-PASK,PASK,NC_023651.1
chr10,127206233,127243577,gene-PPP1R7,PPP1R7,NC_023651.1
chr10,127249352,127285485,gene-ANO7,ANO7,NC_023651.1
chr10,127289390,127378895,gene-HDLBP,HDLBP,NC_023651.1
chr10,127378393,127421012,gene-SEPT2,SEPT2,NC_023651.1
chr10,127422843,127570848,gene-FARP2,FARP2,NC_023651.1
chr10,127571024,127580628,gene-STK25,STK25,NC_023651.1
chr10,127579959,127581245,gene-LOC103218240,LOC103218240,NC_023651.1
chr10,127621936,127634091,gene-BOK,BOK,NC_023651.1
chr10,127643567,127689582,gene-THAP4,THAP4,NC_023651.1
chr10,127689577,127720232,gene-ATG4B,ATG4B,NC_023651.1
chr10,127722091,127733662,gene-DTYMK,DTYMK,NC_023651.1
chr10,127733768,127770794,gene-ING5,ING5,NC_023651.1
chr10,127778198,127810614,gene-D2HGDH,D2HGDH,NC_023651.1
chr10,127811609,127844393,gene-GAL3ST2,GAL3ST2,NC_023651.1
chr10,127845536,127852873,gene-NEU4,NEU4,NC_023651.1
chr10,127877383,127886234,gene-PDCD1,PDCD1,NC_023651.1
chr10,127896387,127900889,gene-RTP5,RTP5,NC_023651.1
chr10,127904140,127904658,gene-LOC103218254,LOC103218254,NC_023651.1
chr10,128047233,128051740,gene-LOC103218340,LOC103218340,NC_023651.1
chr10,128249544,128450352,gene-LOC103218261,LOC103218261,NC_023651.1
chr10,128254777,128258065,gene-LOC103218260,LOC103218260,NC_023651.1
chr10,128342486,128351663,gene-LOC103218258,LOC103218258,NC_023651.1
chr10,128450052,128454967,gene-LOC103218341,LOC103218341,NC_023651.1
chr10,128509163,128510475,gene-LOC103218262,LOC103218262,NC_023651.1
chr10,128542943,128546792,gene-LOC103218263,LOC103218263,NC_023651.1
chr10,128565188,128569907,gene-LOC103218264,LOC103218264,NC_023651.1
chr11,10075,27633,gene-WASH1,WASH1,NC_023652.1
chr11,19835,20826,gene-LOC103218342,LOC103218342,NC_023652.1
chr11,69565,179968,gene-IQSEC3,IQSEC3,NC_023652.1
chr11,104228,125739,gene-LOC103218346,LOC103218346,NC_023652.1
chr11,189868,192745,gene-LOC103218852,LOC103218852,NC_023652.1
chr11,192590,223809,gene-SLC6A12,SLC6A12,NC_023652.1
chr11,223912,274499,gene-SLC6A13,SLC6A13,NC_023652.1
chr11,226462,227717,gene-LOC103218349,LOC103218349,NC_023652.1
chr11,285206,381481,gene-KDM5A,KDM5A,NC_023652.1
chr11,312657,314500,gene-LOC103218352,LOC103218352,NC_023652.1
chr11,381520,385050,gene-LOC103218351,LOC103218351,NC_023652.1
chr11,394698,434647,gene-CCDC77,CCDC77,NC_023652.1
chr11,429764,429980,gene-LOC103218354,LOC103218354,NC_023652.1
chr11,451161,552522,gene-B4GALNT3,B4GALNT3,NC_023652.1
chr11,553310,650619,gene-NINJ2,NINJ2,NC_023652.1
chr11,620103,629013,gene-LOC103218356,LOC103218356,NC_023652.1
chr11,671384,672107,gene-LOC103218359,LOC103218359,NC_023652.1
chr11,734840,737294,gene-LOC103218361,LOC103218361,NC_023652.1
chr11,736668,893404,gene-WNK1,WNK1,NC_023652.1
chr11,893984,989119,gene-RAD52,RAD52,NC_023652.1
chr11,989376,1530470,gene-ERC1,ERC1,NC_023652.1
chr11,1303641,1312178,gene-LOC103218363,LOC103218363,NC_023652.1
chr11,1531969,1537257,gene-LOC103218366,LOC103218366,NC_023652.1
chr11,1542150,1545077,gene-LOC103218367,LOC103218367,NC_023652.1
chr11,1547823,1548764,gene-LOC103218368,LOC103218368,NC_023652.1
chr11,1563741,1611821,gene-LOC103218854,LOC103218854,NC_023652.1
chr11,1571569,1689750,gene-WNT5B,WNT5B,NC_023652.1
chr11,1632858,1636225,gene-FBXL14,FBXL14,NC_023652.1
chr11,1692905,1694154,gene-LOC103218372,LOC103218372,NC_023652.1
chr11,1693213,1694494,gene-LOC103218371,LOC103218371,NC_023652.1
chr11,1739042,1740167,gene-LOC103218375,LOC103218375,NC_023652.1
chr11,1802694,1836703,gene-ADIPOR2,ADIPOR2,NC_023652.1
chr11,1837811,1972523,gene-CACNA2D4,CACNA2D4,NC_023652.1
chr11,1867081,1884255,gene-LRTM2,LRTM2,NC_023652.1
chr11,1992583,2057717,gene-DCP1B,DCP1B,NC_023652.1
chr11,2107722,2753970,gene-CACNA1C,CACNA1C,NC_023652.1
chr11,2301074,2321304,gene-LOC103218384,LOC103218384,NC_023652.1
chr11,2757405,2842610,gene-LOC103218382,LOC103218382,NC_023652.1
chr11,2860932,2869885,gene-FKBP4,FKBP4,NC_023652.1
chr11,2877864,2891223,gene-ITFG2,ITFG2,NC_023652.1
chr11,2892520,2902377,gene-NRIP2,NRIP2,NC_023652.1
chr11,2911766,2920267,gene-LOC103218391,LOC103218391,NC_023652.1
chr11,2920374,2920905,gene-LOC103218390,LOC103218390,NC_023652.1
chr11,2920903,2941011,gene-FOXM1,FOXM1,NC_023652.1
chr11,2941055,2955421,gene-RHNO1,RHNO1,NC_023652.1
chr11,2956762,3005309,gene-TULP3,TULP3,NC_023652.1
chr11,3022372,3103757,gene-TEAD4,TEAD4,NC_023652.1
chr11,3138764,3347796,gene-TSPAN9,TSPAN9,NC_023652.1
chr11,3292106,3294716,gene-LOC103218396,LOC103218396,NC_023652.1
chr11,3330252,3332909,gene-LOC103218395,LOC103218395,NC_023652.1
chr11,3362610,3366912,gene-LOC103218400,LOC103218400,NC_023652.1
chr11,3375580,3413997,gene-LOC103218399,LOC103218399,NC_023652.1
chr11,3393505,3418768,gene-LOC103218398,LOC103218398,NC_023652.1
chr11,3468375,3471390,gene-LOC103218401,LOC103218401,NC_023652.1
chr11,3517666,3520645,gene-LOC103218402,LOC103218402,NC_023652.1
chr11,3548026,3646085,gene-PRMT8,PRMT8,NC_023652.1
chr11,3659745,3815742,gene-EFCAB4B,EFCAB4B,NC_023652.1
chr11,3764555,3789577,gene-LOC103218405,LOC103218405,NC_023652.1
chr11,3855701,3909368,gene-PARP11,PARP11,NC_023652.1
chr11,4172752,4177950,gene-LOC103218407,LOC103218407,NC_023652.1
chr11,4281362,4309685,gene-LOC103218411,LOC103218411,NC_023652.1
chr11,4307419,4339003,gene-CCND2,CCND2,NC_023652.1
chr11,4354911,4381762,gene-C11H12orf5,C11H12orf5,NC_023652.1
chr11,4398318,4408415,gene-FGF23,FGF23,NC_023652.1
chr11,4415806,4418776,gene-LOC103218415,LOC103218415,NC_023652.1
chr11,4464159,4476592,gene-FGF6,FGF6,NC_023652.1
chr11,4515097,4559859,gene-C11H12orf4,C11H12orf4,NC_023652.1
chr11,4560107,4582357,gene-RAD51AP1,RAD51AP1,NC_023652.1
chr11,4578646,4634328,gene-DYRK4,DYRK4,NC_023652.1
chr11,4606946,4608728,gene-LOC103218419,LOC103218419,NC_023652.1
chr11,4635962,4675993,gene-AKAP3,AKAP3,NC_023652.1
chr11,4679998,4718346,gene-NDUFA9,NDUFA9,NC_023652.1
chr11,4753079,4819580,gene-GALNT8,GALNT8,NC_023652.1
chr11,4820382,4821551,gene-LOC103218426,LOC103218426,NC_023652.1
chr11,4823020,4829439,gene-LOC103218427,LOC103218427,NC_023652.1
chr11,4853706,4894406,gene-KCNA6,KCNA6,NC_023652.1
chr11,4859337,4927549,gene-LOC103218428,LOC103218428,NC_023652.1
chr11,4956824,4963732,gene-KCNA1,KCNA1,NC_023652.1
chr11,5085221,5088135,gene-KCNA5,KCNA5,NC_023652.1
chr11,5477208,5542404,gene-NTF3,NTF3,NC_023652.1
chr11,5478986,5479956,gene-LOC103218436,LOC103218436,NC_023652.1
chr11,5547438,5557848,gene-LOC103218433,LOC103218433,NC_023652.1
chr11,5559323,5560056,gene-LOC103218438,LOC103218438,NC_023652.1
chr11,5610509,5970580,gene-ANO2,ANO2,NC_023652.1
chr11,5960646,5976361,gene-LOC103218439,LOC103218439,NC_023652.1
chr11,5994499,6176949,gene-VWF,VWF,NC_023652.1
chr11,6236449,6275904,gene-CD9,CD9,NC_023652.1
chr11,6346009,6364280,gene-PLEKHG6,PLEKHG6,NC_023652.1
chr11,6364544,6378880,gene-TNFRSF1A,TNFRSF1A,NC_023652.1
chr11,6384073,6418620,gene-SCNN1A,SCNN1A,NC_023652.1
chr11,6425223,6431881,gene-LTBR,LTBR,NC_023652.1
chr11,6493414,6500062,gene-CD27,CD27,NC_023652.1
chr11,6500157,6510777,gene-TAPBPL,TAPBPL,NC_023652.1
chr11,6510717,6520429,gene-VAMP1,VAMP1,NC_023652.1
chr11,6532418,6534101,gene-MRPL51,MRPL51,NC_023652.1
chr11,6534243,6566515,gene-NCAPD2,NCAPD2,NC_023652.1
chr11,6569029,6572877,gene-GAPDH,GAPDH,NC_023652.1
chr11,6573998,6589493,gene-IFFO1,IFFO1,NC_023652.1
chr11,6589487,6593536,gene-LOC103218462,LOC103218462,NC_023652.1
chr11,6590518,6601981,gene-NOP2,NOP2,NC_023652.1
chr11,6602283,6603972,gene-LOC103218458,LOC103218458,NC_023652.1
chr11,6603820,6641278,gene-CHD4,CHD4,NC_023652.1
chr11,6653348,6671427,gene-LPAR5,LPAR5,NC_023652.1
chr11,6672093,6681493,gene-ACRBP,ACRBP,NC_023652.1
chr11,6683994,6696888,gene-ING4,ING4,NC_023652.1
chr11,6699988,6725282,gene-ZNF384,ZNF384,NC_023652.1
chr11,6727379,6736552,gene-PIANP,PIANP,NC_023652.1
chr11,6754671,6762169,gene-COPS7A,COPS7A,NC_023652.1
chr11,6784182,6789289,gene-MLF2,MLF2,NC_023652.1
chr11,6803143,6807896,gene-PTMS,PTMS,NC_023652.1
chr11,6809381,6815390,gene-LAG3,LAG3,NC_023652.1
chr11,6824797,6856440,gene-CD4,CD4,NC_023652.1
chr11,6848810,6850333,gene-LOC103218479,LOC103218479,NC_023652.1
chr11,6854620,6860322,gene-GPR162,GPR162,NC_023652.1
chr11,6861123,6872934,gene-LEPREL2,LEPREL2,NC_023652.1
chr11,6873043,6880676,gene-GNB3,GNB3,NC_023652.1
chr11,6882125,6885311,gene-CDCA3,CDCA3,NC_023652.1
chr11,6885401,6899983,gene-USP5,USP5,NC_023652.1
chr11,6900762,6904188,gene-TPI1,TPI1,NC_023652.1
chr11,6904299,6906276,gene-SPSB2,SPSB2,NC_023652.1
chr11,6906274,6907395,gene-LOC103218484,LOC103218484,NC_023652.1
chr11,6922612,6946786,gene-LRRC23,LRRC23,NC_023652.1
chr11,6945243,6954959,gene-ENO2,ENO2,NC_023652.1
chr11,6959568,6973341,gene-ATN1,ATN1,NC_023652.1
chr11,6974741,6976922,gene-C11H12orf57,C11H12orf57,NC_023652.1
chr11,6977480,6994525,gene-PTPN6,PTPN6,NC_023652.1
chr11,6994904,6997606,gene-LOC103218492,LOC103218492,NC_023652.1
chr11,6998517,7004437,gene-PHB2,PHB2,NC_023652.1
chr11,7004507,7009702,gene-EMG1,EMG1,NC_023652.1
chr11,7005222,7006870,gene-LOC103218494,LOC103218494,NC_023652.1
chr11,7009911,7051391,gene-LPCAT3,LPCAT3,NC_023652.1
chr11,7106769,7115055,gene-C1S,C1S,NC_023652.1
chr11,7115964,7134612,gene-C1R,C1R,NC_023652.1
chr11,7139584,7148463,gene-LOC103218499,LOC103218499,NC_023652.1
chr11,7150114,7162926,gene-LOC103218859,LOC103218859,NC_023652.1
chr11,7163126,7178544,gene-C1RL,C1RL,NC_023652.1
chr11,7191199,7196519,gene-RBP5,RBP5,NC_023652.1
chr11,7197725,7226479,gene-CLSTN3,CLSTN3,NC_023652.1
chr11,7222516,7225015,gene-LOC103218500,LOC103218500,NC_023652.1
chr11,7255078,7286500,gene-PEX5,PEX5,NC_023652.1
chr11,7319468,7345076,gene-ACSM4,ACSM4,NC_023652.1
chr11,7397421,7472069,gene-CD163L1,CD163L1,NC_023652.1
chr11,7501562,7536332,gene-CD163,CD163,NC_023652.1
chr11,7670017,7675068,gene-LOC103218509,LOC103218509,NC_023652.1
chr11,7696571,7700424,gene-APOBEC1,APOBEC1,NC_023652.1
chr11,7727818,7733514,gene-GDF3,GDF3,NC_023652.1
chr11,7743045,7751285,gene-DPPA3,DPPA3,NC_023652.1
chr11,7763993,7777474,gene-LOC103218865,LOC103218865,NC_023652.1
chr11,7772962,7774332,gene-LOC103218511,LOC103218511,NC_023652.1
chr11,7813309,7820009,gene-NANOG,NANOG,NC_023652.1
chr11,7836101,7839707,gene-LOC103218514,LOC103218514,NC_023652.1
chr11,7846894,7904627,gene-LOC103218516,LOC103218516,NC_023652.1
chr11,7906635,7915174,gene-LOC103218517,LOC103218517,NC_023652.1
chr11,8004861,8023023,gene-SLC2A3,SLC2A3,NC_023652.1
chr11,8101982,8125764,gene-FOXJ2,FOXJ2,NC_023652.1
chr11,8128192,8135517,gene-C3AR1,C3AR1,NC_023652.1
chr11,8155432,8170873,gene-NECAP1,NECAP1,NC_023652.1
chr11,8190312,8207451,gene-CLEC4A,CLEC4A,NC_023652.1
chr11,8227590,8250857,gene-CLEC6A,CLEC6A,NC_023652.1
chr11,8294999,8303866,gene-CLEC4D,CLEC4D,NC_023652.1
chr11,8315888,8322240,gene-CLEC4E,CLEC4E,NC_023652.1
chr11,8353623,8376760,gene-LOC103218531,LOC103218531,NC_023652.1
chr11,8376710,8381951,gene-LOC103218530,LOC103218530,NC_023652.1
chr11,8426920,8438331,gene-AICDA,AICDA,NC_023652.1
chr11,8470233,8485537,gene-MFAP5,MFAP5,NC_023652.1
chr11,8521612,8608928,gene-RIMKLB,RIMKLB,NC_023652.1
chr11,8638320,8695696,gene-A2ML1,A2ML1,NC_023652.1
chr11,8707597,8713892,gene-LOC103218538,LOC103218538,NC_023652.1
chr11,8733769,8759430,gene-PHC1,PHC1,NC_023652.1
chr11,8759490,8769130,gene-M6PR,M6PR,NC_023652.1
chr11,8808676,8829406,gene-KLRG1,KLRG1,NC_023652.1
chr11,8885903,8934503,gene-LOC103218542,LOC103218542,NC_023652.1
chr11,8963883,9023148,gene-LOC103218546,LOC103218546,NC_023652.1
chr11,9047716,9113340,gene-LOC103218545,LOC103218545,NC_023652.1
chr11,9117654,9128100,gene-LOC103218551,LOC103218551,NC_023652.1
chr11,9130445,9259636,gene-LOC103218871,LOC103218871,NC_023652.1
chr11,9154716,9155508,gene-LOC103218550,LOC103218550,NC_023652.1
chr11,9260206,9290308,gene-DDX11,DDX11,NC_023652.1
